sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx
48_d53b232eab0048b48835c2caef28f44e,main,syncmvd,TEXGen,goatex,spotex,paint3d,mvadapter,A3IHDNKFEEXOG7,H_0001,358UUM7WRHZQSC3WDC2Z635IGBLR7G,24
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,syncmvd,TEXGen,paint3d,mvadapter,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_0,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,1
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,spotex,goatex,syncmvd,TEXGen,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_1,_corrupt_0,_corrupt_4,_corrupt_2,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,3
45_1a6d42ef69294498937aab039ececb00,main,paint3d,goatex,syncmvd,TEXGen,mvadapter,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,4
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,goatex,paint3d,mvadapter,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,5
58_1d7b005b0cf241d9890739a549769c86,main,goatex,TEXGen,syncmvd,mvadapter,paint3d,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,7
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,goatex,spotex,paint3d,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,goatex,paint3d,TEXGen,syncmvd,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_0,_corrupt_2,_corrupt_3,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,10
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,goatex,paint3d,mvadapter,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,paint3d,syncmvd,TEXGen,goatex,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,12
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,spotex,mvadapter,paint3d,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,syncmvd,mvadapter,spotex,goatex,TEXGen,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,paint3d,syncmvd,spotex,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,15
01_d85c3093011d4e03a0df7a4049b13816,main,syncmvd,TEXGen,mvadapter,paint3d,goatex,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,16
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,syncmvd,TEXGen,mvadapter,goatex,spotex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,goatex,TEXGen,paint3d,syncmvd,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,18
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,spotex,TEXGen,goatex,paint3d,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,paint3d,syncmvd,TEXGen,mvadapter,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,spotex,syncmvd,TEXGen,mvadapter,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,paint3d,mvadapter,TEXGen,syncmvd,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,23
48_d53b232eab0048b48835c2caef28f44e,main,TEXGen,goatex,syncmvd,spotex,paint3d,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,24
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,3
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,spotex,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,TEXGen,syncmvd,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,8
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,spotex,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,TEXGen,syncmvd,paint3d,goatex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,syncmvd,goatex,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,14
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,TEXGen,syncmvd,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,15
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,TEXGen,goatex,paint3d,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,TEXGen,syncmvd,paint3d,goatex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,TEXGen,syncmvd,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_3,_corrupt_2,_corrupt_4,_corrupt_1,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,paint3d,mvadapter,syncmvd,goatex,TEXGen,spotex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,syncmvd,TEXGen,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,23
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,syncmvd,TEXGen,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,paint3d,TEXGen,mvadapter,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,goatex,TEXGen,paint3d,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,syncmvd,goatex,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,goatex,mvadapter,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,syncmvd,paint3d,goatex,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,syncmvd,paint3d,goatex,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,mvadapter,goatex,TEXGen,spotex,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,mvadapter,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,goatex,paint3d,TEXGen,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,mvadapter,syncmvd,TEXGen,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,TEXGen,syncmvd,spotex,paint3d,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,TEXGen,goatex,paint3d,mvadapter,syncmvd,spotex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,goatex,spotex,mvadapter,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,spotex,paint3d,TEXGen,goatex,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,spotex,paint3d,TEXGen,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,1
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,spotex,goatex,TEXGen,syncmvd,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,4
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,5
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,mvadapter,spotex,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,7
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,TEXGen,goatex,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,10
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,paint3d,mvadapter,TEXGen,goatex,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,paint3d,TEXGen,spotex,syncmvd,goatex,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,12
58_1d7b005b0cf241d9890739a549769c86,main,goatex,spotex,TEXGen,syncmvd,paint3d,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,syncmvd,paint3d,goatex,TEXGen,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,spotex,TEXGen,paint3d,syncmvd,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,spotex,goatex,TEXGen,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,16
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,syncmvd,TEXGen,mvadapter,goatex,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,paint3d,TEXGen,goatex,syncmvd,spotex,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,18
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,goatex,syncmvd,TEXGen,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,23
