HITId,RequesterAnnotation,WorkerId,AssignmentId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,Answer.workerId,Answer.hitId,Answer.rank1,Answer.rank2,Answer.rank3,Answer.rank4,Answer.rank5,Answer.rank6,Answer.rank7,Answer.rank8,Answer.rank9,Answer.rank10,Answer.rank11,Answer.rank12,Answer.rank13,Answer.rank14,Answer.rank15,Answer.rank16,Answer.rank17,Answer.rank18,Answer.rank19,Answer.rank20,Answer.rank21,Answer.rank22,Answer.rank23,Answer.rank24,Answer.rank25
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3F8PXFV8BRHJS,3570Y55XZ7FII6QJKAYNKCB8I25GYY,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T10:58:05+09:00,2026-05-15T10:58:05+09:00,A3F8PXFV8BRHJS,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,EACDFB,CBEFDA,CABDEF,DBCEFA,CDBEFA,CADEFB,FABCED,FDABCE,DBAEFC,EFBCDA,BACEFD,FACDEB,CABDEF,CABEFD,DABCEF,FACDEB,CEABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A16SJ9F6OJ15QT,39JEC7537CXOX0F9DDFKNMMZ2TAVCT,Submitted,2026-05-12T10:20:24+09:00,2026-05-12T11:01:57+09:00,2026-05-15T11:01:57+09:00,A16SJ9F6OJ15QT,H_0001,ABFCDE,ABCFED,BDFEAC,ABCDEF,FEDBCA,AFDBEC,CBAFDE,FACEDB,CADEFB,DABEFC,CABDEF,BAFCDE,EBCADF,FEDBCA,BACEFD,CABDEF,DAEBFC,DABCFE,BDCEFA,CDABEF,CABEFD,AEBCFD,CDBAEF,FACDEB,DBCEFA
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3O0REOL33EH7U,3ZPPDN2SLDS5XRMK63GJLSX5WD5E9Q,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:03:38+09:00,2026-05-15T11:03:38+09:00,A3O0REOL33EH7U,H_0001,EABCFD,EABCFD,BACDEF,DBCEFA,FBACDE,FABDEC,BACEFD,CDAEBF,DEABCF,DACFEB,DABEFC,FDACEB,DEABFC,FBAEDC,FCDBAE,EADBFC,CDAEFB,DBAECF,FCABDE,FABCDE,EABDFC,FCABED,FACDBE,FACDEB,FBAECD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A13EFW7ZB8TF34,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:03:59+09:00,2026-05-15T11:03:59+09:00,A13EFW7ZB8TF34,H_0001,AFECBD,DABCEF,DFCAEB,ABCDEF,BECADF,AFBEDC,EBFCDA,FABCDE,ACDBEF,CEBADF,CABDEF,CBFADE,CDFABE,FCABDE,CEBDAF,FBEACD,ECABDF,ECABDF,BACDEF,ACDBFE,CABDEF,CABDEF,ABDCFE,FCEABD,CEABDF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AS59SIV0342LA,3HUTX6F6VCJG9YEAF840GHJ5U91O2C,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:04:23+09:00,2026-05-15T11:04:23+09:00,AS59SIV0342LA,H_0001,EABCDF,DABCEF,FBCDEA,BCDEFA,FACDEB,BEACDF,FABCDE,FABCDE,FBCDEA,DABEFC,CABDEF,EABDFC,CBEFAD,DACBEF,BCDEFA,EABCDF,CABDEF,EABCDF,BCDEFA,BAECDF,CABDEF,FCBEAD,EABCDF,AFCDEB,FABCDE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AA7Z1QIEP8P0A,33F859I56O905USJUO2LX1P8CT0HBJ,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:04:41+09:00,2026-05-15T11:04:41+09:00,AA7Z1QIEP8P0A,H_0001,DACBFE,DBACFE,BACEDF,ACBEDF,BDFACE,ADBEFC,FECABD,FBADCE,ADCEBF,CDAFBE,CBDEAF,CBEADF,CDBAEF,CDBAEF,CADFBE,CFAEDB,CAEFBD,BDACEF,ABDCEF,ACDBEF,CBADEF,CFABED,EADCBF,FADCEB,FBDCAE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,APXK08LMHFHM8,3X87C8JFVO7CZ98OO0BAW4R974ISQR,Submitted,2026-05-12T10:19:21+09:00,2026-05-12T11:10:05+09:00,2026-05-15T11:10:05+09:00,APXK08LMHFHM8,H_0001,DFABCE,DABCEF,AFBCDE,ABCDEF,BDECFA,FACDEB,FABCED,FABCDE,EABDFC,CBDFEA,CABDEF,DCBEFA,CABDEF,CADEFB,FACBDE,FBADEC,DBEFAC,EFBCDA,BACEDF,FACDEB,CABDEF,CABEFD,BCAEDF,FACDEB,CAEBFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AV66R2WW4O79G,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:10:57+09:00,2026-05-15T11:10:57+09:00,AV66R2WW4O79G,H_0001,DABCFE,DACBFE,BDFECA,ABEDFC,EDABCF,ACBDFE,CABEDF,FABDEC,ACBEFD,ABDFEC,CABDFE,CBDEFA,DACBFE,DBECFA,ABECFD,CABDFE,DABEFC,DABCFE,DFBACE,ACBDFE,CABEFD,CABEFD,EABCFD,FACDEB,DACEFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A1B9BKEEHVCRZJ,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,Submitted,2026-05-12T10:19:01+09:00,2026-05-12T11:11:46+09:00,2026-05-15T11:11:46+09:00,A1B9BKEEHVCRZJ,H_0001,EADCBF,DACEBF,AEDBCF,ACDEBF,BFADEC,EABDFC,BADEFC,FBCDAE,FADCEB,CDAEFB,CADEFB,EACDFB,CBEDFA,DACEFB,CBEDFA,FCDBEA,CBADEF,ECADBF,BACEFD,CBDEAF,CABDEF,CFDABE,FACEDB,EAFCDB,CEADFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A8D1KSLCDJ7GC,32M8BPYGABIWS6BEGSCKYOHKSJ7GIS,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T11:11:58+09:00,2026-05-15T11:11:58+09:00,A8D1KSLCDJ7GC,H_0001,EADBFC,DABCEF,AEBCDF,ABCDEF,BACDEF,DABCFE,BADFCE,FBCDAE,FADBEC,CAFDEB,CADEFB,EFCDBA,CBFAED,DACEBF,ADECBF,FBACDE,CBDFEA,EBDACF,BAEFCD,BACDFE,CABDEF,ACEDBF,ACDEFB,FACDBE,CADEFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A32BS1YPT1S5FC,3IAEQB9FMWGBHHLS3JFRTUNVU2PDWM,Submitted,2026-05-12T10:23:41+09:00,2026-05-12T11:12:15+09:00,2026-05-15T11:12:15+09:00,A32BS1YPT1S5FC,H_0001,EBDACF,DABCEF,ECDABF,ABCDEF,BFCDAE,EDACFB,BADECF,FABCDE,FDABEC,CBEDAF,CABDEF,EACDFB,CADEFB,AECDFB,DCAEFB,BDACFE,CEBADF,EBCDAF,BAECFD,EBDFAC,CBEDAF,CDFBEA,EBCDFA,DEBCFA,CBDEAF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A11KMT9ZZAN18S,3EF8EXOTTJRVJ25HGRCH32SE39DJ17,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T11:12:32+09:00,2026-05-15T11:12:32+09:00,A11KMT9ZZAN18S,H_0001,EFBCAD,DAFBCE,EDABCF,ABCDEF,BFACED,EFABDC,BDEACF,FABCDE,FABDEC,CABEFD,CABDEF,EACDFB,CBDEFA,DBAEFC,DACEFB,FDBCEA,CEDFBA,EBCDAF,BAECDF,EADFBC,CABDEF,FCDAEB,EFABCD,CFADEB,CDEAFB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3TBD5N3Q3MK8C,3BQU611VF7GO2VV3YS0XTEWU5GP99B,Submitted,2026-05-12T10:43:39+09:00,2026-05-12T11:13:37+09:00,2026-05-15T11:13:37+09:00,A3TBD5N3Q3MK8C,H_0001,EBCDAF,DABCEF,EACDBF,ABCDEF,BADEFC,BAECFD,BCDEAF,FABCDE,ACBEDF,CDEBAF,CABDEF,EACDFB,CBDEAF,DBCEFA,BADEFC,FDBCEA,CEADFB,EDBCFA,DCEFAB,EBCDAF,CABDEF,CFADEB,CBDEAF,CADFEB,ECABFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AB8MDIGNJO34Y,3PXX5PX6LFULV7K5OISTGF24ZYABA2,Submitted,2026-05-12T10:20:44+09:00,2026-05-12T11:14:59+09:00,2026-05-15T11:14:59+09:00,AB8MDIGNJO34Y,H_0001,ACBEFD,DABCEF,ABCDEF,ABCDEF,BADCEF,ABDCFE,BACDFE,ABCDEF,DEFBCA,ACDFBE,CABDEF,ABEDCF,CAEDFB,ABCDFE,ABDECF,ABDECF,ABEFDC,CDEFBA,ABDEFC,ABDFEC,CABDEF,CABDFE,ABCDEF,FABCDE,EFBCDA
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3UAZO3NRL9NPR,34V1S5K3GAX1KCT50LXL945SFFH960,Submitted,2026-05-12T10:24:43+09:00,2026-05-12T11:15:10+09:00,2026-05-15T11:15:10+09:00,A3UAZO3NRL9NPR,H_0001,ABDFEC,DABCEF,ABEFCD,ABCDFE,ACDEFB,ACEDBF,ABCDFE,ABCDEF,DEFBCA,ABDECF,CABDEF,ABDECF,CABEFD,ABEFDC,ABCEDF,ABCEFD,ABECFD,ABDFCE,CDEFBA,ABDCEF,ABEDFC,CABDFE,ABEFDC,FABCDE,ABDECF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3VYRNRLL14SQW,3P4MQ7TPPF8QEHPXUWSPBQMAHGVBBX,Submitted,2026-05-12T10:46:37+09:00,2026-05-12T11:16:32+09:00,2026-05-15T11:16:32+09:00,A3VYRNRLL14SQW,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2W3TCEVUFEMSD,3SUWZRL0MG9IF8KM8WD71I636CXE6F,Submitted,2026-05-12T10:19:00+09:00,2026-05-12T11:17:30+09:00,2026-05-15T11:17:30+09:00,A2W3TCEVUFEMSD,H_0001,DBCFAE,DABCEF,ACEDFB,ABCDEF,BCDFAE,ADCFBE,BACDFE,FABCDE,ABCDEF,CDFEAB,CABDEF,CDFBAE,CDABEF,DEFBAC,CAFEBD,DAFCEB,FDABEC,EBCADF,BADCFE,ADFCBE,CABDEF,CABDEF,ABCDEF,FEDBCA,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3TTCICTTIK9HC,3HL8HNGX4NXX35MG1E0P3AI58EK9F3,Submitted,2026-05-12T10:19:11+09:00,2026-05-12T11:17:34+09:00,2026-05-15T11:17:34+09:00,A3TTCICTTIK9HC,H_0001,DBCFAE,DABCEF,ACEDBF,ABCDEF,BDFACE,ADCFBE,BACDFE,FABCDE,ABCDEF,CDFEAB,CABDEF,CDFBAE,CDABEF,DEFBAC,CAFEBD,DAFCEB,FDABEC,EBCADF,BADCFE,ADFCBE,CABDEF,CABEDF,ABCDEF,FEDBCA,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A35QDGYOC20SBN,3D8YOU6S9WGZ44H8YWSC50S6S0R6UO,Submitted,2026-05-12T11:19:16+09:00,2026-05-12T11:38:42+09:00,2026-05-15T11:38:42+09:00,A35QDGYOC20SBN,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AJWAJUWSKH1FO,3K5TEWLKGD7FA3195NB6YPKUFYUVIV,Submitted,2026-05-12T11:19:26+09:00,2026-05-12T11:47:20+09:00,2026-05-15T11:47:20+09:00,AJWAJUWSKH1FO,H_0001,ABEFCD,DABCEF,ABCFDE,ABCDEF,ABCDEF,BCADEF,BACDFE,FABCDE,BACEDF,CDAEBF,CABDEF,EABDFC,EACBFD,DFEABC,DCABEF,CDABFE,CEDABF,FCBDEA,BCFADE,BEADFC,CABDEF,CABEFD,AEDFCB,FABCDE,ADBEFC
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3M2NB4GS63TQL,3X73LLYYQJA263HGXE7UOWP2TIEHN8,Submitted,2026-05-12T11:19:47+09:00,2026-05-12T11:47:23+09:00,2026-05-15T11:47:23+09:00,A3M2NB4GS63TQL,H_0001,ABEFCD,ABCDEF,ABCEDF,ABCDEF,ABDECF,BEACDF,BACDFE,FABCDE,BACEFD,CDABEF,CABDEF,EABDFC,CEBAFD,DFEABC,DCABEF,CDABFE,CEDABF,FCBDEA,BCFADE,BEADFC,CABDEF,CABEFD,ADBCFE,ABCDFE,FACDEB
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3EJLY1002ZTCA,3TK8OJTYMJH7RPODII1Q7ML61CQVP8,Submitted,2026-05-12T11:19:27+09:00,2026-05-12T11:47:26+09:00,2026-05-15T11:47:26+09:00,A3EJLY1002ZTCA,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,AXKRJE5RQBQ7A,324G5B4FBL42SIJXJZJKM74V7M770L,Submitted,2026-05-12T10:53:57+09:00,2026-05-12T11:52:31+09:00,2026-05-15T11:52:31+09:00,AXKRJE5RQBQ7A,H_0001,DFABCE,DABCEF,AFBCED,ABCDEF,BCDEFA,FACDEB,FABCED,FABCDE,EABCDF,CBDEFA,CABDEF,DBCEFA,CDABEF,CDEAFB,FABCED,FDABEC,DBAEFC,EBCDFA,BACDEF,FACDBE,CABDEF,ACBEFD,BDACEF,FACDEB,CABEFD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A1219OGWYAKFPU,3YGXWBAF7IDP3NWUTHEXEWMMP9E4CR,Submitted,2026-05-12T11:19:16+09:00,2026-05-12T11:56:02+09:00,2026-05-15T11:56:02+09:00,A1219OGWYAKFPU,H_0001,DABEFC,DABEFC,BADFCE,ABCEFD,FDECAB,ACBEFD,CABEFD,FACDEB,ACBEFD,DAFBEC,CABEFD,CBADFE,CAEBDF,FDCEBA,ABEFCD,CABEFD,DABEFC,FDABCE,DBCFEA,CABEFD,CABEFD,CABEFD,BAECDF,AEBFDC,DBACEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3F21EJHJWYKJB,36AHBNMV198F6MGSIKXFER8B5APDYL,Submitted,2026-05-12T11:19:27+09:00,2026-05-12T11:58:24+09:00,2026-05-15T11:58:24+09:00,A3F21EJHJWYKJB,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3LKKK7NKMRFKN,3IXQG4FA2BU7QOA0WCETKKRKTGS9BL,Submitted,2026-05-12T11:19:16+09:00,2026-05-12T12:01:05+09:00,2026-05-15T12:01:05+09:00,A3LKKK7NKMRFKN,H_0001,EAFDBC,DABCEF,ABCFDE,ABCDEF,BCAEDF,ADFBEC,FBCADE,FABCDE,ADFBEC,CEBADF,CABDEF,CFDAEB,CDBEFA,CDEFBA,CBAFED,ACEFDB,CEBFDA,EDBFAC,BCFEDA,ADFBEC,CABDEF,CADBEF,AECBDF,FEDBCA,BDFCAE
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A3NBP01446B9TS,3KXIR214IMCC554SWOPR2JD0DI224H,Submitted,2026-05-12T11:19:47+09:00,2026-05-12T12:05:36+09:00,2026-05-15T12:05:36+09:00,A3NBP01446B9TS,H_0001,EADBCF,DABCEF,ABEFCD,ABCDEF,EDCAFB,ADBEFC,FEBCAD,FABCDE,ADBEFC,EBFADC,CABDEF,CFDAEB,DCBEFA,CADEFB,BCAFED,EABDFC,CEAFDB,EBFADC,ACFBED,ADFCEB,FADECB,CFABED,EACDBF,FAECDB,FBEACD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A15IB5Q6E3SIR8,36PW28KO4HSJ2AWPY9UJHN8P2VOAE2,Submitted,2026-05-12T11:22:02+09:00,2026-05-12T12:05:48+09:00,2026-05-15T12:05:48+09:00,A15IB5Q6E3SIR8,H_0001,ADBCFE,DABEFC,BACDFE,ACBEFD,FACDEB,ACBDFE,ABCEFD,FABDEC,ACBEFD,FDACEB,CABDFE,ABCDFE,CABEFD,DAECFB,FABCED,CABDEF,DABEFC,FCDEBA,BCDFEA,ACBDFE,CABEFD,ABCEFD,CDABEF,CDEFAB,DBACEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2M7JZ2BOJQRH4,3GS6S824S8TK3TC5SDTUPZZP86RNWE,Submitted,2026-05-12T11:19:47+09:00,2026-05-12T12:11:54+09:00,2026-05-15T12:11:54+09:00,A2M7JZ2BOJQRH4,H_0001,DABCFE,DABEFC,FBCDEA,ABCEFD,FADCEB,CABEFD,ABCEFD,FABDEC,ADBCEF,AFDBEC,CABDEF,CBADEF,CABEDF,ACDEFB,BAEFCD,CABDFE,DABCFE,FABDEC,BCDFEA,ADBCEF,CABDEF,ABECFD,ACBDEF,CDEABF,DBACEF
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A2LYIIR4KI5WV9,320DUZ38GPISNHVKYAXKAPWK5YWGJ4,Submitted,2026-05-12T12:19:36+09:00,2026-05-12T13:04:44+09:00,2026-05-15T13:04:44+09:00,A2LYIIR4KI5WV9,H_0001,CABEDF,DABCEF,ABCDEF,ABCDEF,DECAFB,ADFBEC,FACBED,FABCDE,ADEFBC,BFEADC,CABDEF,CFDAEB,DCBEFA,CDFEAB,BFACED,AEFBDC,CEDAFB,EDFCAB,ABDFCE,BFCDAE,CABDEF,CFABED,EABCDF,ADCBEF,FBCEAD
3H6W48L9GLKHJUQOIQ1K448O48PWPL,H_0001,A15DVWEU995W1S,3LO69W1SUL9YI7JK1V9XQ49C9N1LGB,Submitted,2026-05-12T12:29:27+09:00,2026-05-12T13:15:19+09:00,2026-05-15T13:15:19+09:00,A15DVWEU995W1S,H_0001,EABCFD,DABCEF,ABCFDE,ABCDEF,BCAEDF,ADFBEC,FCBADE,FABCDE,ADEFBC,CEABDF,CABDEF,CFDAEB,CDBFEA,CDBFEA,CBAEFD,ACEFDB,CEBFDA,EDBFAC,BFEDCA,ADFBEC,CABDEF,CABFDE,AEBDFC,FEDBAC,BFDCAE
